province,matrix,env_class,env_burden_log_median,env_burden_log_p90,env_records_total,env_refs,env_year_min,env_year_max,concentration_unit_mode,n_units,cluster_id,cluster_name
Hubei,sediment,sulfonamides,0.29273036475425035,2.1287964509082826,28,7,2014,2021,ng/g,2,1,Eastern production-infrastructure belt
Hubei,sediment,tetracyclines,0.6532125137753437,1.753612702211111,29,7,2014,2021,ng/g,2,1,Eastern production-infrastructure belt
Hubei,soil,diaminopyrimidines,1.212986184736668,1.212986184736668,1,1,2015,2015,ng/g,1,1,Eastern production-infrastructure belt
Hubei,soil,fluoroquinolones,1.376576957056512,1.5950261402029713,7,2,2014,2015,ng/g,1,1,Eastern production-infrastructure belt
Hubei,soil,macrolides,0.28874589991861266,0.7132353030167298,4,1,2014,2014,ng/g,1,1,Eastern production-infrastructure belt
Hubei,soil,sulfonamides,0.6488911946816289,1.5956727930229309,6,2,2014,2015,ng/g,1,1,Eastern production-infrastructure belt
Hubei,soil,tetracyclines,1.2833012287035497,1.4206910753557582,7,2,2014,2015,ng/g,1,1,Eastern production-infrastructure belt
Hubei,surface water,diaminopyrimidines,0.41995574848975786,0.41995574848975786,1,1,2020,2020,ng/L,1,1,Eastern production-infrastructure belt
Hubei,surface water,fluoroquinolones,0.38283427737950704,0.5592619223119948,4,1,2020,2020,ng/L,1,1,Eastern production-infrastructure belt
Hubei,surface water,macrolides,0.5165509683319239,0.5595052656926157,4,1,2020,2020,ng/L,1,1,Eastern production-infrastructure belt
Hubei,surface water,phenicols,0.9400181550076633,1.202491414848315,3,1,2020,2020,ng/L,1,1,Eastern production-infrastructure belt
Hubei,surface water,sulfonamides,0.42130461980528106,0.9224518058361553,8,1,2020,2020,ng/L,1,1,Eastern production-infrastructure belt
Hubei,surface water,tetracyclines,0.2988037204015499,0.3142497453079202,4,1,2020,2020,ng/L,1,1,Eastern production-infrastructure belt
Hunan,sediment,diaminopyrimidines,0.34756564885201296,0.5279483861538307,4,2,2016,2017,ng/g,1,1,Eastern production-infrastructure belt
Hunan,sediment,fluoroquinolones,0.716253753704008,1.241220035793367,20,2,2016,2017,ng/g,1,1,Eastern production-infrastructure belt
Hunan,sediment,lincosamides,0.16136800223497488,0.16136800223497488,1,1,2016,2016,ng/g,1,1,Eastern production-infrastructure belt
Hunan,sediment,macrolides,0.3424226808222063,0.5968897617985855,17,2,2016,2017,ng/g,1,1,Eastern production-infrastructure belt
Hunan,sediment,phenicols,0.11932408752890233,0.2262765316144627,6,1,2017,2017,ng/g,1,1,Eastern production-infrastructure belt
Hunan,sediment,sulfonamides,0.11706874472548151,1.3448504013276903,14,3,2016,2017,ng/g,1,1,Eastern production-infrastructure belt
Hunan,sediment,tetracyclines,1.2375441744754658,1.733160481656253,18,3,2016,2017,ng/g,1,1,Eastern production-infrastructure belt
Hunan,sludge,diaminopyrimidines,0.5563025007672873,0.5563025007672873,1,1,2017,2017,ng/g,1,1,Eastern production-infrastructure belt
Hunan,sludge,fluoroquinolones,2.0827853703164503,3.3697625687124964,5,1,2017,2017,ng/g,1,1,Eastern production-infrastructure belt
Hunan,sludge,macrolides,1.6202746241412997,1.773734273337432,4,1,2017,2017,ng/g,1,1,Eastern production-infrastructure belt
Hunan,sludge,tetracyclines,2.3636119798921444,2.7999390793473533,3,1,2017,2017,ng/g,1,1,Eastern production-infrastructure belt
Hunan,surface water,fluoroquinolones,1.0930713063760635,1.1955369188389768,3,2,2016,2022,ng/L,1,1,Eastern production-infrastructure belt
Hunan,surface water,macrolides,1.1958996524092338,1.1958996524092338,1,1,2022,2022,ng/L,1,1,Eastern production-infrastructure belt
Hunan,surface water,tetracyclines,1.6832272060414348,1.6832272060414348,1,1,2016,2016,ng/L,1,1,Eastern production-infrastructure belt
Hunan,wastewater effluent,beta-lactams,1.877371345869774,1.877371345869774,1,1,2022,2022,ng/L,1,1,Eastern production-infrastructure belt
Hunan,wastewater effluent,fluoroquinolones,1.506505032404872,1.506505032404872,1,1,2022,2022,ng/L,1,1,Eastern production-infrastructure belt
Hunan,wastewater effluent,macrolides,1.454403299702837,1.5601505036779713,2,1,2022,2022,ng/L,1,1,Eastern production-infrastructure belt
Hunan,wastewater effluent,sulfonamides,1.3031960574204888,1.3031960574204888,1,1,2022,2022,ng/L,1,1,Eastern production-infrastructure belt
Hunan,wastewater influent,beta-lactams,2.2329961103921536,2.2329961103921536,1,1,2022,2022,ng/L,1,1,Eastern production-infrastructure belt
Hunan,wastewater influent,fluoroquinolones,1.8943160626844384,1.8943160626844384,1,1,2022,2022,ng/L,1,1,Eastern production-infrastructure belt
Hunan,wastewater influent,macrolides,1.774059525856543,1.8258911777611126,2,1,2022,2022,ng/L,1,1,Eastern production-infrastructure belt
Hunan,wastewater influent,sulfonamides,1.7058637122839193,1.7058637122839193,1,1,2022,2022,ng/L,1,1,Eastern production-infrastructure belt
Inner Mongolia,soil,tetracyclines,0.8756399370041684,1.5510642882315397,9,1,2022,2022,ng/g,1,3,Inland surveillance-gap belt
Jiangsu,sediment,beta-lactams,0.7070184678324583,1.1288658340243432,10,3,2012,2017,ng/g,1,1,Eastern production-infrastructure belt
Jiangsu,sediment,diaminopyrimidines,0.05870194220817164,1.4180696512612636,8,5,2010,2019,ng/g,1,1,Eastern production-infrastructure belt
Jiangsu,sediment,fluoroquinolones,0.4432735616955529,1.429022528638785,90,16,2010,2021,ng/g,2,1,Eastern production-infrastructure belt
Jiangsu,sediment,lincosamides,0.1941836115919894,0.4462587776980004,6,4,2016,2017,ng/g,1,1,Eastern production-infrastructure belt
Jiangsu,sediment,macrolides,0.13033376849500614,1.0261496586983203,45,12,2010,2019,ng/g,1,1,Eastern production-infrastructure belt
Jiangsu,sediment,other,0.41476766740516646,0.6198918076530998,2,2,2017,2017,ng/g,1,1,Eastern production-infrastructure belt
Jiangsu,sediment,phenicols,0.00860017176191757,0.00860017176191757,1,1,2013,2013,ng/g,1,1,Eastern production-infrastructure belt
Jiangsu,sediment,sulfonamides,0.05690485133647264,1.2841593058585397,118,19,2010,2019,ng/g,2,1,Eastern production-infrastructure belt
Jiangsu,sediment,tetracyclines,0.38021124171160603,2.6292897559254493,79,17,2010,2019,ng/g,2,1,Eastern production-infrastructure belt
Jiangsu,sludge,diaminopyrimidines,1.2787536009528289,1.2787536009528289,1,1,2015,2015,ng/g,1,1,Eastern production-infrastructure belt
Jiangsu,sludge,fluoroquinolones,3.3020493903762507,3.677425778126818,7,2,2013,2015,ng/g,1,1,Eastern production-infrastructure belt
Jiangsu,sludge,macrolides,1.1583624920952498,3.453029776186738,5,2,2013,2015,ng/g,1,1,Eastern production-infrastructure belt
Jiangsu,sludge,sulfonamides,0.7434276776384717,1.0603363116413038,6,1,2015,2015,ng/g,1,1,Eastern production-infrastructure belt
Jiangsu,sludge,tetracyclines,1.4653828514484184,2.342732233511686,4,1,2015,2015,ng/g,1,1,Eastern production-infrastructure belt
Jiangsu,soil,fluoroquinolones,0.8750612633917001,1.3560258571931227,41,6,2009,2016,ng/g,1,1,Eastern production-infrastructure belt
Jiangsu,soil,macrolides,0.15228834438305647,0.5076453007535183,9,3,2012,2016,ng/g,1,1,Eastern production-infrastructure belt
Jiangsu,soil,phenicols,0.3621379348003946,0.6316035904288939,2,2,2009,2016,ng/g,1,1,Eastern production-infrastructure belt
Jiangsu,soil,sulfonamides,0.25527250510330607,1.3111775826391405,58,7,2009,2016,ng/g,1,1,Eastern production-infrastructure belt
Jiangsu,soil,tetracyclines,1.142389466118836,2.5242956259511997,45,8,2009,2021,ng/g,2,1,Eastern production-infrastructure belt
Jiangsu,surface water,sulfonamides,0.7151673578484579,0.7151673578484579,1,1,2021,2021,ng/L,1,1,Eastern production-infrastructure belt
Jiangsu,surface water,tetracyclines,1.9644851642427104,2.0222640101044504,2,1,2021,2021,ng/L,1,1,Eastern production-infrastructure belt
Jiangsu,wastewater effluent,fluoroquinolones,1.8245508006842541,2.1911710664441113,4,2,2020,2021,ng/L,1,1,Eastern production-infrastructure belt
Jiangsu,wastewater effluent,macrolides,1.6495389455464666,1.9235384366987893,6,1,2020,2020,ng/L,1,1,Eastern production-infrastructure belt
Jiangsu,wastewater effluent,phenicols,2.01456253812761,2.01456253812761,1,1,2021,2021,ng/L,1,1,Eastern production-infrastructure belt
Jiangsu,wastewater effluent,sulfonamides,0.6730209071288962,1.5257554063885626,3,2,2020,2021,ng/L,1,1,Eastern production-infrastructure belt
Jiangsu,wastewater influent,macrolides,2.8356905714924254,3.150517001195605,5,1,2022,2022,ng/L,1,1,Eastern production-infrastructure belt
Jiangxi,sediment,beta-lactams,1.1335389083702174,1.2171446641770798,3,1,2015,2015,ng/g,1,1,Eastern production-infrastructure belt
Jiangxi,sediment,diaminopyrimidines,0.2759688476824186,0.47000492143879363,2,2,2016,2018,ng/g,1,1,Eastern production-infrastructure belt
Jiangxi,sediment,fluoroquinolones,0.665632645838113,1.4700448286200638,12,3,2015,2018,ng/g,1,1,Eastern production-infrastructure belt
Jiangxi,sediment,lincosamides,0.5152998609829755,0.798445347981376,2,2,2015,2016,ng/g,1,1,Eastern production-infrastructure belt
Jiangxi,sediment,macrolides,0.2041199826559248,0.4655030095927823,9,3,2015,2018,ng/g,1,1,Eastern production-infrastructure belt
Jiangxi,sediment,other,0.38021124171160603,0.38021124171160603,1,1,2015,2015,ng/g,1,1,Eastern production-infrastructure belt
Jiangxi,sediment,sulfonamides,0.06984511082646136,0.8280839948555407,14,3,2015,2018,ng/g,1,1,Eastern production-infrastructure belt
Jiangxi,sediment,tetracyclines,0.3957400580100004,1.282385479526413,22,5,2009,2018,ng/g,1,1,Eastern production-infrastructure belt
Jiangxi,soil,fluoroquinolones,0.8690113059389831,1.3002871916097998,4,1,NA,NA,ng/g,1,1,Eastern production-infrastructure belt
Jiangxi,soil,macrolides,0,0,2,1,NA,NA,ng/g,1,1,Eastern production-infrastructure belt
Jiangxi,soil,sulfonamides,0.2940424366673247,1.0824512320871973,8,1,NA,NA,ng/g,1,1,Eastern production-infrastructure belt
Jiangxi,soil,tetracyclines,0.45636603312904306,1.353916230920363,22,3,2014,2014,ng/g,1,1,Eastern production-infrastructure belt
Jiangxi,surface water,fluoroquinolones,0.5646644520339641,0.8652902095297501,6,1,2020,2020,ng/L,1,1,Eastern production-infrastructure belt
Jiangxi,surface water,macrolides,0.8784659376897213,1.2661029396326144,6,1,2020,2020,ng/L,1,1,Eastern production-infrastructure belt
Jiangxi,surface water,other,0.4345689040341987,0.4345689040341987,1,1,2020,2020,ng/L,1,1,Eastern production-infrastructure belt
Jiangxi,surface water,sulfonamides,1.00774777800074,1.777796884543762,5,1,2020,2020,ng/L,1,1,Eastern production-infrastructure belt
Jiangxi,surface water,tetracyclines,0.9541918358376194,1.0234112716534374,4,1,2020,2020,ng/L,1,1,Eastern production-infrastructure belt
Jiangxi,wastewater effluent,fluoroquinolones,1.921501657023171,2.344373103832851,4,1,2021,2021,ng/L,1,1,Eastern production-infrastructure belt
Jiangxi,wastewater effluent,macrolides,1.5299434016586693,1.5299434016586693,1,1,2021,2021,ng/L,1,1,Eastern production-infrastructure belt
Jiangxi,wastewater effluent,sulfonamides,1.5882960729658124,1.627170340180202,2,1,2021,2021,ng/L,1,1,Eastern production-infrastructure belt
Jiangxi,wastewater effluent,tetracyclines,2.663342788431854,2.663380502337773,2,1,2021,2021,ng/L,1,1,Eastern production-infrastructure belt
Jilin,sediment,fluoroquinolones,1.0253058652647702,2.0330835306664157,15,4,2015,2018,ng/g,1,3,Inland surveillance-gap belt
Jilin,sediment,macrolides,1.0791812460476249,1.4049402349384605,5,3,2015,2018,ng/g,1,3,Inland surveillance-gap belt
Jilin,sediment,phenicols,0.9444826721501687,0.9561296482869086,3,2,2017,2018,ng/g,1,3,Inland surveillance-gap belt
Jilin,sediment,sulfonamides,0.5563025007672873,0.6971755080118323,2,1,2015,2015,ng/g,1,3,Inland surveillance-gap belt
Jilin,sediment,tetracyclines,1.0441743761442643,2.1775364999298623,6,4,2015,2018,ng/g,1,3,Inland surveillance-gap belt
Jilin,soil,fluoroquinolones,0,1.7332747017881345,4,1,NA,NA,ng/g,1,3,Inland surveillance-gap belt
Jilin,soil,macrolides,0,0,2,1,NA,NA,ng/g,1,3,Inland surveillance-gap belt
Jilin,soil,sulfonamides,0,0.1607780224186707,8,1,NA,NA,ng/g,1,3,Inland surveillance-gap belt
Jilin,soil,tetracyclines,0.5043000858809588,1.1770189017023545,4,1,NA,NA,ng/g,1,3,Inland surveillance-gap belt
Jilin,surface water,fluoroquinolones,1.5877211139493688,1.9171279213757888,10,3,2015,2022,ng/L,1,3,Inland surveillance-gap belt
Jilin,surface water,macrolides,2.0178677189635055,2.0178677189635055,3,2,2015,2015,ng/L,1,3,Inland surveillance-gap belt
Jilin,surface water,sulfonamides,0.7323937598229685,1.2059047162027476,3,1,2015,2015,ng/L,1,3,Inland surveillance-gap belt
Jilin,surface water,tetracyclines,2.245265839457461,2.245265839457461,3,2,2015,2015,ng/L,1,3,Inland surveillance-gap belt
Liaoning,sediment,diaminopyrimidines,1.5406940712648172,1.6558715054736521,2,1,2015,2015,ng/g,1,2,Urban-industrial wastewater core
Liaoning,sediment,fluoroquinolones,1.0606978403536116,1.2974822040952132,13,3,2012,2017,ng/g,1,2,Urban-industrial wastewater core
Liaoning,sediment,macrolides,0.8196186978910154,1.272500504628213,4,2,2012,2017,ng/g,1,2,Urban-industrial wastewater core
Liaoning,sediment,phenicols,0.2303437034558428,0.29034983624846755,2,1,2011,2011,ng/g,1,2,Urban-industrial wastewater core
Liaoning,sediment,sulfonamides,0.3961993470957364,0.9772662124272927,21,6,2011,2017,ng/g,2,2,Urban-industrial wastewater core
Liaoning,sediment,tetracyclines,1.0126447382422654,2.0216293544093795,22,6,2011,2017,ng/g,2,2,Urban-industrial wastewater core
Liaoning,sludge,diaminopyrimidines,1.2787536009528289,1.2787536009528289,1,1,2015,2015,ng/g,1,2,Urban-industrial wastewater core
Liaoning,sludge,fluoroquinolones,2.1166077439882485,3.38060899549535,7,2,2012,2015,ng/g,1,2,Urban-industrial wastewater core
Liaoning,sludge,macrolides,1.4038486754036958,2.6556119552162283,6,2,2012,2015,ng/g,1,2,Urban-industrial wastewater core
Liaoning,sludge,sulfonamides,0.7434276776384717,1.0603363116413038,6,1,2015,2015,ng/g,1,2,Urban-industrial wastewater core
Liaoning,sludge,tetracyclines,1.4653828514484184,2.342732233511686,4,1,2015,2015,ng/g,1,2,Urban-industrial wastewater core
Liaoning,soil,diaminopyrimidines,1.2106174852609892,1.2106174852609892,1,1,2013,2013,ng/g,1,2,Urban-industrial wastewater core
Liaoning,soil,fluoroquinolones,0.8309092995464433,1.5244869414420326,9,2,2013,2013,ng/g,1,2,Urban-industrial wastewater core
Liaoning,soil,macrolides,0.9612814719845825,1.14067668639555,3,1,2013,2013,ng/g,1,2,Urban-industrial wastewater core
Liaoning,soil,other,0.7973082833122795,0.7973082833122795,1,1,2013,2013,ng/g,1,2,Urban-industrial wastewater core
Liaoning,soil,sulfonamides,1.1246192849705767,1.522214937043696,5,1,2013,2013,ng/g,1,2,Urban-industrial wastewater core
Liaoning,soil,tetracyclines,2.152004070697065,2.8889085998008017,4,1,2013,2013,ng/g,1,2,Urban-industrial wastewater core
Liaoning,wastewater effluent,fluoroquinolones,2.4055171069763763,2.4055171069763763,1,1,2016,2016,ng/L,1,2,Urban-industrial wastewater core
Liaoning,wastewater influent,diaminopyrimidines,2.3710678622717363,2.3710678622717363,1,1,2016,2016,ng/L,1,2,Urban-industrial wastewater core
Liaoning,wastewater influent,fluoroquinolones,2.7858990283843834,2.7858990283843834,1,1,2016,2016,ng/L,1,2,Urban-industrial wastewater core
Liaoning,wastewater influent,sulfonamides,2.929929560084588,2.929929560084588,1,1,2016,2016,ng/L,1,2,Urban-industrial wastewater core
Ningxia,soil,fluoroquinolones,1.534026106056135,2.1138714161886734,5,1,NA,NA,ng/g,1,3,Inland surveillance-gap belt
Ningxia,soil,other,1.2695129442179163,1.2695129442179163,1,1,NA,NA,ng/g,1,3,Inland surveillance-gap belt
Ningxia,soil,tetracyclines,1.7649229846498886,1.7649229846498886,1,1,NA,NA,ng/g,1,3,Inland surveillance-gap belt
Ningxia,surface water,fluoroquinolones,0.9198584061342412,0.9213208616137298,2,1,2023,2023,ng/L,1,3,Inland surveillance-gap belt
Ningxia,surface water,macrolides,1.1430148002540952,1.1430148002540952,1,1,2023,2023,ng/L,1,3,Inland surveillance-gap belt
Qinghai,sediment,fluoroquinolones,0.2741578492636798,0.2741578492636798,1,1,2022,2022,ng/g,1,3,Inland surveillance-gap belt
Qinghai,sediment,lincosamides,0.21085336531489318,0.21085336531489318,1,1,2018,2018,ng/g,1,3,Inland surveillance-gap belt
Qinghai,sediment,macrolides,0.2787536009528289,0.6197492406141363,7,3,2018,2022,ng/g,1,3,Inland surveillance-gap belt
Qinghai,sediment,tetracyclines,0.17026171539495738,0.18855202176256075,3,2,2018,2022,ng/g,1,3,Inland surveillance-gap belt
Qinghai,sludge,diaminopyrimidines,1.2787536009528289,1.2787536009528289,1,1,2015,2015,ng/g,1,3,Inland surveillance-gap belt
Qinghai,sludge,fluoroquinolones,1.9258275746247422,3.4198887980549,5,1,2015,2015,ng/g,1,3,Inland surveillance-gap belt
Qinghai,sludge,macrolides,1.0078474942632591,2.360051632002765,4,1,2015,2015,ng/g,1,3,Inland surveillance-gap belt
Qinghai,sludge,sulfonamides,0.7434276776384717,1.0603363116413038,6,1,2015,2015,ng/g,1,3,Inland surveillance-gap belt
Qinghai,sludge,tetracyclines,1.4653828514484184,2.342732233511686,4,1,2015,2015,ng/g,1,3,Inland surveillance-gap belt
Qinghai,surface water,fluoroquinolones,0.8987251815894935,1.9612397907578263,7,1,2022,2022,ng/L,1,3,Inland surveillance-gap belt
Qinghai,surface water,macrolides,0.9971884952713214,1.8728863779588127,4,1,2022,2022,ng/L,1,3,Inland surveillance-gap belt
Qinghai,surface water,tetracyclines,0.7882040798012089,0.8057721854050697,4,1,2022,2022,ng/L,1,3,Inland surveillance-gap belt
Shaanxi,sediment,beta-lactams,1.0374082203225874,1.5222437852534674,2,2,2017,2017,ng/g,1,3,Inland surveillance-gap belt
Shaanxi,sediment,diaminopyrimidines,0.5718196176372716,1.0415021278991399,4,2,2014,2017,ng/g,1,3,Inland surveillance-gap belt
Shaanxi,sediment,fluoroquinolones,0.4468808810289717,1.8131002086879258,12,2,2014,2017,ng/g,1,3,Inland surveillance-gap belt
Shaanxi,sediment,macrolides,1.2550579327133646,1.6388865033208848,4,1,2017,2017,ng/g,1,3,Inland surveillance-gap belt
Shaanxi,sediment,phenicols,0.6801972923102706,0.7614437581840292,2,1,2017,2017,ng/g,1,3,Inland surveillance-gap belt
Shaanxi,sediment,sulfonamides,0.35301733035717525,1.4944432659933116,12,2,2014,2017,ng/g,1,3,Inland surveillance-gap belt
Shaanxi,sediment,tetracyclines,0.6532125137753437,2.171548446762074,15,3,2014,2017,ng/g,1,3,Inland surveillance-gap belt
Shaanxi,surface water,fluoroquinolones,1.325720858019412,1.752310615378287,3,1,2022,2022,ng/L,1,3,Inland surveillance-gap belt
Shaanxi,surface water,macrolides,1.3827372657613304,1.5541255815130128,11,2,2021,2022,ng/L,1,3,Inland surveillance-gap belt
Shaanxi,surface water,sulfonamides,0.6503075231319365,0.6503075231319365,1,1,2022,2022,ng/L,1,3,Inland surveillance-gap belt
Shaanxi,surface water,tetracyclines,0.505149978319906,0.8169257210601831,3,1,2022,2022,ng/L,1,3,Inland surveillance-gap belt
Shaanxi,wastewater effluent,macrolides,1.8740177038621861,2.6421257523436883,5,1,2021,2021,ng/L,1,3,Inland surveillance-gap belt
Shandong,sediment,diaminopyrimidines,0.05918461763137114,0.3074161257539599,9,3,2017,2018,ng/g,2,1,Eastern production-infrastructure belt
Shandong,sediment,fluoroquinolones,0.1643528557844371,1.8237674653507197,130,12,2013,2018,ng/g,2,1,Eastern production-infrastructure belt
Shandong,sediment,macrolides,0.3104738227796119,0.5483802604436485,24,6,2013,2018,ng/g,2,1,Eastern production-infrastructure belt
Shandong,sediment,other,0,0,1,1,2015,2015,ng/g,1,1,Eastern production-infrastructure belt
Shandong,sediment,phenicols,0.2937647318410411,0.528776517313874,2,1,2015,2015,ng/g,1,1,Eastern production-infrastructure belt
Shandong,sediment,sulfonamides,0.07554696139253074,0.40581287692681245,53,8,2013,2018,ng/g,2,1,Eastern production-infrastructure belt
Shandong,sediment,tetracyclines,0.5082471563678,1.6083382414402487,54,9,2013,2018,ng/g,2,1,Eastern production-infrastructure belt
Shandong,sludge,diaminopyrimidines,1.2787536009528289,1.2787536009528289,1,1,2015,2015,ng/g,1,1,Eastern production-infrastructure belt
Shandong,sludge,fluoroquinolones,1.9258275746247422,3.4198887980549,5,1,2015,2015,ng/g,1,1,Eastern production-infrastructure belt
Shandong,sludge,macrolides,1.0078474942632591,2.360051632002765,4,1,2015,2015,ng/g,1,1,Eastern production-infrastructure belt
Shandong,sludge,sulfonamides,0.7434276776384717,1.0603363116413038,6,1,2015,2015,ng/g,1,1,Eastern production-infrastructure belt
Shandong,sludge,tetracyclines,1.6292056571023037,2.260400892597502,5,2,2015,2018,ng/g,2,1,Eastern production-infrastructure belt
Shandong,soil,fluoroquinolones,1.377102283280119,2.343328857686923,16,6,2010,2019,ng/g,1,1,Eastern production-infrastructure belt
Shandong,soil,macrolides,0.11058971029924898,0.62066836366481,3,2,2010,2019,ng/g,1,1,Eastern production-infrastructure belt
Shandong,soil,phenicols,0,0.37962589415324144,5,2,2010,2015,ng/g,1,1,Eastern production-infrastructure belt
Shandong,soil,sulfonamides,0.24303804868629444,0.5164818755555665,5,2,2010,2019,ng/g,1,1,Eastern production-infrastructure belt
Shandong,soil,tetracyclines,1.828079590556746,1.9639270091872458,5,2,2010,2015,ng/g,1,1,Eastern production-infrastructure belt
Shandong,surface water,diaminopyrimidines,0.7134905430939426,0.7134905430939426,1,1,NA,NA,ng/L,1,1,Eastern production-infrastructure belt
Shandong,surface water,fluoroquinolones,0.7767011839884109,1.3818951511005735,9,2,2019,2019,ng/L,1,1,Eastern production-infrastructure belt
Shandong,surface water,macrolides,0.800717078282385,1.1139743057109732,3,1,NA,NA,ng/L,1,1,Eastern production-infrastructure belt
Shandong,surface water,sulfonamides,0.13033376849500614,0.7377933896369049,7,1,NA,NA,ng/L,1,1,Eastern production-infrastructure belt
Shandong,surface water,tetracyclines,0,0.5891172018213138,3,1,NA,NA,ng/L,1,1,Eastern production-infrastructure belt
Shandong,wastewater effluent,fluoroquinolones,2.313318735498588,2.313318735498588,1,1,2018,2018,ng/L,1,1,Eastern production-infrastructure belt
Shandong,wastewater effluent,macrolides,2.2189291850880872,2.2189291850880872,1,1,2018,2018,ng/L,1,1,Eastern production-infrastructure belt
Shandong,wastewater effluent,sulfonamides,1.6802448370426077,1.6802448370426077,1,1,2018,2018,ng/L,1,1,Eastern production-infrastructure belt
Shandong,wastewater effluent,tetracyclines,0.8082109729242221,0.8082109729242221,1,1,2018,2018,ng/L,1,1,Eastern production-infrastructure belt
Shandong,wastewater influent,fluoroquinolones,2.6649332875498026,2.6649332875498026,1,1,2018,2018,ng/L,1,1,Eastern production-infrastructure belt
Shandong,wastewater influent,macrolides,2.335698551498222,2.335698551498222,1,1,2018,2018,ng/L,1,1,Eastern production-infrastructure belt
Shandong,wastewater influent,sulfonamides,2.531338387270009,2.531338387270009,1,1,2018,2018,ng/L,1,1,Eastern production-infrastructure belt
Shandong,wastewater influent,tetracyclines,0.8162412999917831,0.8162412999917831,1,1,2018,2018,ng/L,1,1,Eastern production-infrastructure belt
Shanghai,sediment,beta-lactams,0.6720978579357175,0.9778722530155013,5,2,2017,2018,ng/g,1,2,Urban-industrial wastewater core
Shanghai,sediment,diaminopyrimidines,0.2284003587030047,0.9764678415571938,5,2,2018,2019,ng/g,1,2,Urban-industrial wastewater core
Shanghai,sediment,fluoroquinolones,0.9652083280360433,1.744453881900044,38,6,2011,2021,ng/g,1,2,Urban-industrial wastewater core
Shanghai,sediment,lincosamides,0.4742162640762552,0.4742162640762552,1,1,2017,2017,ng/g,1,2,Urban-industrial wastewater core
Shanghai,sediment,macrolides,0.36172783601759284,1.0773931124069427,19,4,2011,2019,ng/g,1,2,Urban-industrial wastewater core
Shanghai,sediment,other,0,0.1906575594804745,5,2,2017,2018,ng/g,1,2,Urban-industrial wastewater core
Shanghai,sediment,phenicols,0,0.7626785637274363,11,4,2010,2012,ng/g,1,2,Urban-industrial wastewater core
Shanghai,sediment,sulfonamides,0.12564389235739168,0.8773183337916232,127,10,2010,2019,ng/g,1,2,Urban-industrial wastewater core
Shanghai,sediment,tetracyclines,0.6541765418779605,1.4072239484065854,47,9,2010,2019,ng/g,1,2,Urban-industrial wastewater core
Shanghai,sludge,diaminopyrimidines,1.2787536009528289,1.2787536009528289,1,1,2015,2015,ng/g,1,2,Urban-industrial wastewater core
Shanghai,sludge,fluoroquinolones,1.9258275746247422,3.4198887980549,5,1,2015,2015,ng/g,1,2,Urban-industrial wastewater core
Shanghai,sludge,macrolides,1.0078474942632591,2.360051632002765,4,1,2015,2015,ng/g,1,2,Urban-industrial wastewater core
Shanghai,sludge,sulfonamides,0.7434276776384717,1.0603363116413038,6,1,2015,2015,ng/g,1,2,Urban-industrial wastewater core
Shanghai,sludge,tetracyclines,1.4653828514484184,2.342732233511686,4,1,2015,2015,ng/g,1,2,Urban-industrial wastewater core
Shanghai,soil,fluoroquinolones,1.0187004986662433,1.5814945422908993,21,4,2006,2014,ng/g,1,2,Urban-industrial wastewater core
Shanghai,soil,macrolides,0.021189299069938092,0.20345392294625958,5,2,2006,2012,ng/g,1,2,Urban-industrial wastewater core
Shanghai,soil,phenicols,3.6628522332647964,3.6628522332647964,1,1,NA,NA,ng/g,1,2,Urban-industrial wastewater core
Shanghai,soil,sulfonamides,0.19589965240923368,3.16761267272753,21,4,2006,2014,ng/g,1,2,Urban-industrial wastewater core
Shanghai,soil,tetracyclines,1.1583624920952498,3.3973306178999993,9,3,2012,2014,ng/g,1,2,Urban-industrial wastewater core
Shanxi,sludge,diaminopyrimidines,1.2787536009528289,1.2787536009528289,1,1,2015,2015,ng/g,1,3,Inland surveillance-gap belt
Shanxi,sludge,fluoroquinolones,1.9258275746247422,3.4198887980549,5,1,2015,2015,ng/g,1,3,Inland surveillance-gap belt
Shanxi,sludge,macrolides,1.0078474942632591,2.360051632002765,4,1,2015,2015,ng/g,1,3,Inland surveillance-gap belt
Shanxi,sludge,sulfonamides,0.7434276776384717,1.0603363116413038,6,1,2015,2015,ng/g,1,3,Inland surveillance-gap belt
Shanxi,sludge,tetracyclines,1.4653828514484184,2.342732233511686,4,1,2015,2015,ng/g,1,3,Inland surveillance-gap belt
Shanxi,soil,fluoroquinolones,1.114076960824089,2.0640451044048875,17,3,2017,2017,ng/g,1,3,Inland surveillance-gap belt
Shanxi,soil,macrolides,0.08217642789221855,0.8448686844726161,4,1,NA,NA,ng/g,1,3,Inland surveillance-gap belt
Shanxi,soil,sulfonamides,0.018991974723563617,0.3724158217981104,16,2,2017,2017,ng/g,1,3,Inland surveillance-gap belt
Shanxi,soil,tetracyclines,0.5594277997594899,1.3324737901697463,7,2,2017,2017,ng/g,1,3,Inland surveillance-gap belt
Shanxi,surface water,fluoroquinolones,0.6434526764861874,1.1384614996783708,3,1,2021,2021,ng/L,1,3,Inland surveillance-gap belt
Shanxi,surface water,macrolides,2.3799209526221543,2.689708883390175,2,1,2022,2022,ng/L,1,3,Inland surveillance-gap belt
Shanxi,surface water,sulfonamides,1.6589731133505916,1.9451539331220955,2,1,2021,2021,ng/L,1,3,Inland surveillance-gap belt
