province,municipal_sludge_Azithromycin_ug_kg,municipal_sludge_Chloramphenicol_ug_kg,municipal_sludge_Chlortetracycline_ug_kg,municipal_sludge_Ciprofloxacin_ug_kg,municipal_sludge_Clarithromycin_ug_kg,municipal_sludge_Doxycycline_ug_kg,municipal_sludge_Enrofloxacin_ug_kg,municipal_sludge_Erythromycin_ug_kg,municipal_sludge_Lomefloxacin_ug_kg,municipal_sludge_Norfloxacin_ug_kg,municipal_sludge_Ofloxacin_ug_kg,municipal_sludge_Oxytetracycline_ug_kg,municipal_sludge_Roxithromycin_ug_kg,municipal_sludge_Sulfadiazine_ug_kg,municipal_sludge_Sulfadimethoxine_ug_kg,municipal_sludge_Sulfamerazine_ug_kg,municipal_sludge_Sulfamethazine_ug_kg,municipal_sludge_Sulfamethoxazole_ug_kg,municipal_sludge_Sulfapyridine_ug_kg,municipal_sludge_Sulfathiazole_ug_kg,municipal_sludge_Tetracycline_ug_kg,municipal_sludge_Trimethoprim_ug_kg,sediments_Azithromycin_ug_kg,sediments_Chlortetracycline_ug_kg,sediments_Ciprofloxacin_ug_kg,sediments_Clarithromycin_ug_kg,sediments_Danofloxacin_ug_kg,sediments_Enrofloxacin_ug_kg,sediments_Erythromycin_ug_kg,sediments_Lincomycin_ug_kg,sediments_Marbofloxacin_ug_kg,sediments_Norfloxacin_ug_kg,sediments_Ofloxacin_ug_kg,sediments_Oxytetracycline_ug_kg,sediments_Roxithromycin_ug_kg,sediments_Sulfachloropyridazine_ug_kg,sediments_Sulfadiazine_ug_kg,sediments_Sulfadoxine_ug_kg,sediments_Sulfamethazine_ug_kg,sediments_Sulfamethoxazole_ug_kg,sediments_Sulfamonomethoxine_ug_kg,sediments_Sulfapyridine_ug_kg,sediments_Sulfathiazole_ug_kg,sediments_Sulfisoxazole_ug_kg,sediments_Tetracycline_ug_kg,sediments_Trimethoprim_ug_kg,sediments_Tylosin_ug_kg,sediments_Lomefloxacin_ug_kg,sediments_Sulfadimethoxine_ug_kg,sediments_Doxycycline_ug_kg,sediments_Sulfamerazine_ug_kg,sediments_Chloramphenicol_ug_kg,sediments_Florfenicol_ug_kg,sediments_Flumequine_ug_kg,sediments_Oxolinic_Acid_ug_kg,sediments_Sarafloxacin_ug_kg,sediments_Sulfameter_ug_kg,sediments_Sulfaquinoxaline_ug_kg,sediments_Cephalexin_ug_kg,sediments_Penicillin_V_ug_kg,sediments_Vancomycin_ug_kg,sediments_Sulfacetamide_ug_kg,sediments_Fleroxacin_ug_kg,soil_Chloramphenicol_ug_kg,soil_Chlortetracycline_ug_kg,soil_Ciprofloxacin_ug_kg,soil_Difloxacin_ug_kg,soil_Doxycycline_ug_kg,soil_Enrofloxacin_ug_kg,soil_Erythromycin_ug_kg,soil_Lomefloxacin_ug_kg,soil_Norfloxacin_ug_kg,soil_Ofloxacin_ug_kg,soil_Oxytetracycline_ug_kg,soil_Roxithromycin_ug_kg,soil_Sarafloxacin_ug_kg,soil_Sulfachloropyridazine_ug_kg,soil_Sulfadiazine_ug_kg,soil_Sulfadimethoxine_ug_kg,soil_Sulfamerazine_ug_kg,soil_Sulfameter_ug_kg,soil_Sulfamethazine_ug_kg,soil_Sulfamethoxazole_ug_kg,soil_Sulfamethoxydiazine_ug_kg,soil_Sulfamonomethoxine_ug_kg,soil_Sulfapyridine_ug_kg,soil_Sulfathiazole_ug_kg,soil_Tetracycline_ug_kg,soil_Trimethoprim_ug_kg,soil_Tylosin_ug_kg,soil_Azithromycin_ug_kg,soil_Florfenicol_ug_kg,soil_Sulfaguanidine_ug_kg,soil_Sulfaquinoxaline_ug_kg,soil_Danofloxacin_ug_kg,soil_Tilmicosin_ug_kg,soil_Sulfamethizole_ug_kg,S_aureus_Penicillin_G_resistant_pc,S_aureus_Erythromycin_resistant_pc,S_aureus_Oxacillin_resistant_pc,S_aureus_Cefoxitin_resistant_pc,S_aureus_Clindamycin_resistant_pc,S_aureus_Ciprofloxacin_resistant_pc,S_aureus_Tetracycline_resistant_pc,S_aureus_Levofloxacin_resistant_pc,S_aureus_Gentamicin_resistant_pc,S_aureus_Chloramphenicol_resistant_pc,S_aureus_Rifampicin_resistant_pc,S_aureus_Nitrofurantoin_resistant_pc,S_aureus_Teicoplanin_resistant_pc,S_aureus_Vancomycin_resistant_pc,S_aureus_Linezolid_resistant_pc,E_coli_Amoxicillin_resistant_pc,E_coli_Ampicillin_resistant_pc,E_coli_Cefazolin_resistant_pc,E_coli_Cefotaxime_resistant_pc,E_coli_Ceftriaxone_resistant_pc,E_coli_Chloramphenicol_resistant_pc,E_coli_Ciprofloxacin_resistant_pc,E_coli_Gentamicin_resistant_pc,E_coli_Levofloxacin_resistant_pc,K_pneumoniae_Ampicillin_resistant_pc,K_pneumoniae_Cefazolin_resistant_pc,K_pneumoniae_Cefotaxime_resistant_pc,K_pneumoniae_Chloramphenicol_resistant_pc,K_pneumoniae_Ceftriaxone_resistant_pc,K_pneumoniae_Amoxicillin_resistant_pc,K_pneumoniae_Ciprofloxacin_resistant_pc,K_pneumoniae_Gentamicin_resistant_pc,K_pneumoniae_Levofloxacin_resistant_pc,A_baumannii_Ampicillin_resistant_pc,A_baumannii_Cefotaxime_resistant_pc,A_baumannii_Ceftriaxone_resistant_pc,A_baumannii_Ciprofloxacin_resistant_pc,A_baumannii_Gentamicin_resistant_pc,A_baumannii_Levofloxacin_resistant_pc,A_baumannii_Minocycline_resistant_pc,P_aeruginosa_Ciprofloxacin_resistant_pc,P_aeruginosa_Gentamicin_resistant_pc,P_aeruginosa_Levofloxacin_resistant_pc,Total_Water_Resources_100_million_cu_m,Surface_Water_Resources_100_million_cu_m,Groundwater_Resources_100_million_cu_m,Overlapped_Measurement_100_million_cu_m,Per_Capita_Water_Resources_cu_m_person,Water_Supply_100_million_cu_m,Surface_Water_Supply_100_million_cu_m,Groundwater_Supply_100_million_cu_m,Nonconventional_Water_Supply_100_million_cu_m,Water_Use_100_million_cu_m,Agriculture_Use_100_million_cu_m,Industry_Use_100_million_cu_m,Households_Service_Use_100_million_cu_m,Artificial_Ecoenvironment_Use_100_million_cu_m,Per_Capita_Water_Use_cu_m_person,Cultivated_Land_1000_ha,Garden_Land_1000_ha,Forest_Land_1000_ha,Grassland_1000_ha,Wetland_1000_ha,Land_for_Urban_Rural_Industrial_Mining_1000_ha,Land_Used_for_Transport_1000_ha,Land_Used_for_Water_Water_Conservancy_1000_ha,Investment_in_Urban_Env_Infra_10000_yuan,Gas_Supply_10000_yuan,Centralized_Heating_10000_yuan,Drainage_Works_10000_yuan,Gardening_Greening_10000_yuan,Environmental_Sanitation_10000_yuan,Irrigated_Area_of_Cultivated_Land_1000_ha,Consumption_of_Chemical_Fertilizers_10000_tons,Nitrogenous_Fertilizer_10000_tons,Phosphatic_Fertilizer_10000_tons,Potassic_Fertilizer_10000_tons,Compound_Fertilizer_10000_tons,Village_Clinics...37,Village_run,Outlets_of_Township_Health_Centers,Joint_run,Private_run,Others,Investment_Completed_in_Treatment_of_Industrial_Pollution_10000_yuan,Treatment_of_Wastewater_10000_yuan,Treatment_of_Waste_Gas_10000_yuan,Treatment_of_Solid_Waste_10000_yuan,Treatment_of_Noise_Pollution_10000_yuan,Treatment_of_Other_Pollution_10000_yuan,Total_Health_Care_Institutions,General_Hospitals,Traditional_Chinese_Medicine_Hospitals,Specialized_Hospitals,Health_Care_Institutions_at_Grassroot_Level,Community_Health_Service_Centers_Stations,Township_Health_Centers,Village_Clinics...56,Outpatient_Departments,Specialized_Public_Health_Institutions,Centers_for_Disease_Control,Specialized_Disease_Prevention_Treatment_Institutions,Maternal_and_Children_Care_Centers,Health_Inspection_Institutions,COD_ton,Ammonia_Nitrogen_ton,Total_Nitrogen_ton,Total_Phosphorus_ton,Petroleum_ton,Volatile_Phenol_kg,Cyanide_kg,Heavy_Metals_kg,GRP_100_million_yuan,Per_Capita_GRP_yuan,Total_Investment_in_Industrial_Pollution_Treatment_10000_yuan,Wastewater_Treatment_10000_yuan,Freshwater_Aquatic_Products_10000_tons,Output_of_Meat_10000_tons,"Output_of_Pork,_Beef_and_Mutton_10000_tons",Pork_10000_tons,Beef_10000_tons,Mutton_10000_tons,Milk_10000_tons,Large_Animals_Number_of_Livestock_10000_heads,Cattle_and_Buffaloes_10000_heads,Slaughtered_Hogs_10000_heads,Hogs_10000_heads_year-end,Sheep_and_Goats_10000_heads_year-end,Gross_Output_Value_Total_100_million_yuan,Farming_100_million_yuan,Forestry_100_million_yuan,Animal_husbandry_100_million_yuan,Fishery_100_million_yuan,Professional_and_Support_Activities_100_million_yuan
Anhui,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,27.1,5.1,0.15,0.05,77,1.1,0.45,0.01,1.1,219,7.5,7.8,0.08,0.7,0.05,0.7,2.7,0.27,0.08,0.02,0.07,0.85,0.4,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.8,54.3,37,32.8,21.8,15.4,17.4,14.5,5.5,3.9,1,0.2,0,0,0,11,83,60.4,50.6,51.4,24.9,53,35.5,51.5,88.5,30,28.8,24.3,27,17,21.6,19.9,18.9,52.3,60.9,57,58.9,52,47.7,9.5,11.5,7.1,12.8,889.7,810.9,216.6,78.7,1453.3,274.7,244.6,21.5,8.6,274.7,148,80,37.2,9.6,448.7,5563.5,369.3,4047.2,66.1,40.3,1755.5,333.7,1709.1,2968658,226473,65846,1816061,496932,363346,4701.1,275.5,62.2,8,11,194.3,15555,9269,25,2508,698,3055,211040,15252,188767,4412,5,2603,32635,1354,699,156,30583,1825,15555,15555,11894,499,128,57,129,101,1397464,59516,175309,22504,119,1106,814,2189,50625.2,82694,211040,15252,261.2,487.7,282.8,251.1,12.8,18.8,63.2,111.1,110.6,2952.4,1545.5,549.6,6400.6,2949.7,522,1746.4,723.1,459.4
Beijing,749,0.6,15.53,817.5,5.3,13.6,68.75,39,830,5426.25,11000,751.71,19,28,4.9,15.3,3,11,38,7.1,277.93,195.97,NA,10.2,28,NA,NA,4.59,2.97,NA,NA,16.7,6.35,35.36,8.887,0.06,1.89,NA,0.22,1.6,NA,0.04,NA,0.36,13.3,7.08,0.34,4.14,0.08999999999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5900000000000003,942,23,0.37,333.6,47,0.1,2.32,94.6,36.6,640.7850000000001,0.62,0.22,1.27,2.485,0.66,0.11,0.08,94.93,5.365,0.08,0.49,0.01,1.02,229.055,0.03633333333333333,0.003,NA,NA,NA,NA,NA,NA,NA,84.9,58.5,31.1,23.4,26.6,23.8,22.4,22.2,12.1,5.4,1.4,0.2,0,0,0,10.8,80.1,65.5,50.4,51.1,22.8,57.1,33.1,56.2,91,50.7,44.5,22.1,46.3,32,34.4,27.5,32.4,44.1,52.3,47.9,55.6,44.2,47.1,15.8,12.7,10.5,14.5,52.9,24.5,42,28.4,242.2,42.1,16.7,12.2,13.2,42.1,2.4,2.8,19.3,17.6,192.7,130.7,105.3,963.2,16.1,3,295.8,52.2,63.7,1860629,197424,245789,569118,630811,217487,120.6,6.7,1.7,0.2,0.3,4.4,2552,2327,74,1,142,8,4658,1055,3595,NA,NA,8,11273,682,197,210,10290,2016,2552,2552,5722,95,29,16,18,17,114599,9356,23650,1185,4,131,19,54,49843.1,228167,4658,1055,1.4,3.6,2.6,1.8,0.5,0.2,27.1,9,8.8,20,28.7,24,256,139.6,64.1,41.6,5.1,5.6
Chongqing,749,NA,8.5,83.29999999999998,5.3,13.6,6.6,12.91,75.29999999999998,2003.7,3150,387.8,95.27,14.58,4.9,15.3,16.83,4.2,NA,7.1,57.4,18,NA,190.9,5.32,NA,NA,553.6,131.29,NA,NA,1290,1170,54.1,20.14,NA,91.2,NA,323.8,64.75,NA,0.79,467.1,NA,412.9,152.3,NA,NA,NA,10.4,14.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.8,NA,NA,0.3,43.25,NA,NA,3.85,28.83,18.92,NA,NA,NA,4.09,NA,NA,38.98,37.86,NA,NA,NA,NA,NA,39.1,15.33,NA,NA,NA,NA,NA,NA,NA,NA,92.5,52.5,26,NA,27.1,13,16.4,13.2,7.7,4,1.3,NA,NA,NA,NA,14.9,84,57.1,48.3,48.6,23.5,47.4,31.3,45.4,90.3,26,17.8,20.4,20.6,14.4,15,12.9,12.5,55.5,53,59.6,57.9,49.8,47.5,10.1,7.5,4.2,8.7,469.8,469.8,96.2,NA,1472.5,71.3,64.7,0.3,6.3,71.3,25.1,21.8,22.7,1.7,223.5,1869.6,280.2,4671,27.5,14.5,640,184.6,273.3,1580317,275939,1100,770490,409854,122934,698.4,88.2,41.6,15.1,5.1,26.4,9353,7169,786,152,404,842,10537,113,10410,8,NA,6,23815,851,433,143,22734,620,9353,9353,11972,121,41,8,40,6,429462,24196,65315,6565,115,3664,483,251,32193.2,100903,10537,113,61.2,208.2,166.2,152.2,7.9,6,3.2,91.7,90.9,1822,1030.3,260,3316.7,2116.3,205.7,761.3,148.2,85.2
Fujian,NA,NA,1260,313,NA,NA,23.6,NA,NA,NA,4870,NA,NA,2.955,NA,NA,3.3,2.85,NA,NA,1030,NA,NA,2326.85,38.1,NA,0,33.6,6.1,NA,0,16.15,2.085,1430.17,2.15,0,117,NA,8.33,94.6,0.44000000000000006,0.08999999999999998,0.03,0,378,0.3,0.11375,NA,0,9.340000000000002,2.28,1.1,11.8,0.1375,0,0,0.97,0.04,NA,NA,NA,NA,NA,NA,2668.9,138.3,NA,NA,322.7,NA,NA,NA,205.7,310.20000000000005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.2,44.4,27.4,NA,22.6,15,24.1,14.6,9,5.5,1.8,NA,NA,NA,NA,9.4,79.6,61.6,45.8,46.1,27.5,48.6,31.5,46.2,83.9,34.9,34.8,30.8,29.8,21.4,22.3,17.5,20.7,39.3,50.3,43.3,50.3,41,46.8,16.4,11.3,6.8,12.5,1326.8,1324.6,342.6,2.2,3168.1,172.5,161,2.1,9.5,172.5,94.2,29.4,31.5,17.5,411.9,926.3,922,8769.6,76.7,186.3,730.3,235.2,372.3,1410718,63222,63222,895674,254111,197711,873.1,86.4,30.2,11.8,16.8,27.6,16302,10511,1105,203,2916,1567,346087,34676,304190,1765,2187,3269,30543,736,390,93,29416,755,16302,16302,11484,282,101,18,94,46,602380,48195,125430,15302,45,500,951,2129,57761,137920,346087,34676,106,312.2,139.1,134,2.9,2.3,27.7,31,31,1652.6,960,96.8,5854.9,2319.9,458.7,1099.8,1761.2,215.3
Gansu,NA,480,NA,22.5,NA,NA,27.5,NA,NA,15,162.5,NA,NA,5,100,937.5,302.5,357.5,175.00000000000003,0,NA,932.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.7,70.6,32.2,NA,46.3,13.6,20.4,12.4,11.5,5.3,1.8,NA,NA,NA,NA,13.7,88.1,64.5,44.3,51.1,21.9,53.5,36.7,50.9,90.7,21.5,10.7,16.1,14.7,12.7,8.6,7.5,8.7,45.3,55.3,46.4,57.5,40.8,46.1,6.2,7.8,8.3,8.7,261.4,250.6,123.3,10.8,1062,117.3,83.9,28.5,4.8,117.3,90,6.4,10.6,10.3,476.5,5220.3,413.4,8218.9,14039.3,1182.1,887.1,358.3,413.7,1718766,218513,525968,722488,81172,170625,1453.9,77.3,29.4,14.1,7.7,26,16222,5742,6755,751,1413,1561,64955,9911,36913,607,NA,17524,26741,765,365,127,25653,832,16222,16222,7255,286,105,10,99,4,920791,12589,46883,6804,12,542,105,804,13002.9,52825,64955,9911,1.7,171.1,152.9,73.9,33.1,45.9,117.3,587.3,540.5,965.3,704.1,2760.9,2930.8,1977.9,36.9,711.7,1.9,202.5
Guangdong,NA,66,27050,5753,29,6245,1077.5,195,89.29999999999998,7325.5,9550.5,29300,89,92,6.015,67,83,86,96,75,5430,14.45,0.3,20.2,524,207.8,NA,366.75,56.40714285714285,6.4,NA,413,417.86666666666656,407,52.79857142857144,NA,437.28,NA,53.3875,28.15,7.8,14.5,1351.39,NA,149,3.62,0.61,0.26,0.75,13.6325,27.5,195.7,42.6,21.5,NA,NA,NA,2.81,12.6,16.3,1.4,NA,NA,22.3,31.1,36.4,NA,21.87,99.4,4.4,7.4,66.7,36.85,38.39,0.08,NA,NA,13.4,5.99,16,51.4,43.2,23.5,16.7,3.14,2.6,27.2,175.77,0.48,1.43,0.004,0.64,0,0.63,NA,NA,NA,86.2,39.9,28.4,NA,23,16.3,28.3,16.6,9.8,5.9,2.3,NA,NA,NA,NA,10.3,80.5,61,47.1,45.9,35.7,43.2,30.6,42,94.7,42,39.9,34.6,31.2,17.9,28.1,22.6,21.8,47.4,62.1,45.8,52.3,50,46.6,11.6,8.3,6.7,10.4,2349.1,2339.4,555.7,9.7,1843.4,411.3,379.4,5.4,26.5,411.3,194.8,73,117.1,26.3,322.8,1914.7,1282.9,10698.5,244,176.3,1849.6,374.3,1322.7,2577356,196177,340526,2092772,171500,116907,1560.9,204.9,76.1,24.5,39.4,64.9,24921,12604,2888,213,5202,4014,305089,175457,96588,50,90,32904,66125,1895,971,208,63170,2816,24921,24921,34273,662,147,121,132,85,1706500,97879,280421,33917,121,1782,4236,5999,141633.8,111146,305089,175457,458,512.4,311.2,305.2,4.2,1.8,26,88.6,88.6,3817.7,2247.5,71.6,9718.6,4706.3,603.4,1735.8,2097.8,575.3
Guangxi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52,1010,58.75,0.58,NA,137,6.300000000000001,26.1,NA,52.75,235,214,5.75,NA,59.25,NA,8.199999999999998,20.95,7.599999999999999,0.08999999999999998,0.03,NA,56.3,1.77,NA,2.78,NA,444,0.05,16.25,37.1,NA,NA,NA,NA,0.04,NA,NA,NA,0.04,NA,NA,12900,14,4.01,499,95.8,0,NA,17.9,113,1410,NA,NA,5.11,4.95,0,NA,NA,3.69,0,0,5.37,NA,0,1010,3.2,0,NA,NA,0,2.02,NA,NA,NA,90.5,40.9,27.6,NA,26.8,11.1,31,9.6,5.7,7.1,3.2,NA,NA,NA,NA,16.4,81.4,59.1,46,45.2,36.1,44,33.1,42.8,91.8,33.7,32.8,32.1,26.1,19.5,21.2,19.1,17.8,54.3,60.4,48.7,55.7,54.9,49.3,16.5,7.4,5,9.8,2467,2465.9,426.3,1.1,4914.3,250.5,240.2,5.2,5,250.5,179.6,28.7,35.8,6.3,499,3286.7,1625.3,16025.4,287,125.6,1034.6,416,750.7,1044628,80767,340526,762239,96746,104876,1778.3,247.9,62.7,25.4,47.8,112,17814,12930,1306,32,3421,125,83097,72,25219,4794,NA,53013,34685,929,464,126,33324,360,17814,17814,13885,352,122,24,106,55,1005915,59270,205939,25624,23,377,921,1432,28649.4,57071,83097,72,160.2,482.6,305.6,287.4,14.1,4.1,13.7,336.4,324.7,3651.3,2434.1,263.6,7634.1,4523.4,598.7,1567.2,585.9,358.9
Guizhou,438.85,NA,77.98,160.86,NA,65.51,143.68,8.37,NA,122.59,155.31,80.26999999999998,45.67,NA,1.06,NA,12.36,NA,NA,NA,120.25,NA,NA,NA,40.7,0.47,30.7,27.6,0.85,0.19,13.9,56.4,33.9,99.45,NA,0.02,1.74,0.48,0.94,NA,1.74,NA,NA,NA,127.3,NA,NA,NA,0.36,NA,NA,383.65,NA,NA,NA,34.9,NA,NA,NA,NA,NA,2.53,12.8,NA,0,0,NA,23.2,3.25,0,NA,0,0,152,NA,NA,NA,0,0,NA,NA,0,0,0,0,NA,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,94.3,51.2,28.7,NA,31.8,7.1,24.7,7.4,4.5,6.9,1,NA,NA,NA,NA,12.1,84.5,59.7,46.2,50.3,22.6,45.6,34.2,43.9,83.5,27.1,20.5,16.6,22,15.1,13.6,14.8,12.6,50.2,35.7,47.4,47.4,47.3,36.1,10.8,7,4.5,8.3,969.1,969.1,238,NA,2509,93,90.3,1.2,1.5,93,59.5,10.3,22.1,1.1,240.8,3415.2,563.3,11213.6,195.2,7,788.1,373.7,264.9,604915,116190,5472,418125,19070,46058,1244.1,73.6,29.4,7.9,6.5,29.7,18972,11623,516,230,3233,3370,153814,59376,20892,13,5,73541,30869,1572,1029,156,28951,1097,18972,18972,18972,282,101,4,99,22,1179543,34203,107413,15993,14,329,397,725,22667.1,58685,153814,59376,29.5,247.1,213.3,186.3,22.9,4.1,3,479.3,469.2,1985.1,1570.1,284.4,5109.1,3483.7,362.3,922.2,86.3,254.6
Hainan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.42,63.2,NA,NA,4.31,1.35,NA,NA,8.4,3.7,359,1.55,NA,59.2,NA,6.2,12.05,NA,0.08999999999999998,0.03,NA,13.8,NA,NA,NA,NA,9.340000000000002,0.05,1.65,13.25,NA,NA,NA,NA,0.04,NA,NA,NA,NA,NA,NA,0,20.7,NA,4447.5,64.1,0.2,NA,0.6,1.8,7580,NA,NA,NA,4.73,0,NA,NA,0.67,0.07,0.73,0.73,NA,0,83.79999999999998,NA,0.4,NA,NA,0,NA,NA,NA,NA,89.1,39.1,21.6,NA,19.6,9.6,35.9,9.6,4.3,6.1,2.9,NA,NA,NA,NA,14.3,79.2,53.9,45.7,43,35.4,47.7,30.9,45.2,98.3,24.3,32.8,23.8,27.2,18.9,17,11.7,14.7,44.2,54.2,32.8,47.7,43.3,43.3,9.1,8.1,4.9,9.6,439.7,431.8,115.9,7.9,4205.6,44.4,42.2,1.4,0.8,44.4,29.9,1.7,10.4,2.4,424.7,494.8,1220.6,1142.3,18.3,121.5,253.2,65.2,184,291842,12776,340526,247219,22462,9385,336.3,36.4,9.4,2.3,6.6,18,2121,844,574,22,512,169,1508,583,730,NA,NA,195,6382,247,127,24,5999,216,2121,2121,3362,111,27,16,26,14,175979,8004,30477,4385,2,127,33,44,7935.7,75903,1508,583,49.5,72.8,43.3,40.4,1.9,1,0.3,44.3,44.3,475.7,315.8,48.5,2605.4,1404.9,156,317.2,595,132.2
Hebei,NA,NA,NA,164.27,5.03,8.75,2.99,15.57,33.61,1125.78,1529.77,4063000,37.21,1287.3,0.27,990.7,NA,2110,NA,NA,344.17,3.5,12.07,94,175.5,NA,NA,33.1,26.6,5.51,5.35,274.76,56.8,234333.33,239,NA,39.3,NA,3.95,395,61.9,0.16,3.47,0.71,3057.8,5.7,6.11,0.98,0.3,110.8,1.1,NA,NA,81.9,3.15,NA,NA,NA,NA,NA,NA,NA,9.89,NA,21.46,5.97,NA,12.5,6.54,NA,NA,NA,NA,74.72,NA,0.06,NA,0.01,NA,NA,NA,0.11,0.56,NA,0.71,NA,NA,12.88,0.43,0.48,11.34,0.06,NA,1.22,0.22,0.42,NA,92.5,68.2,29.5,31.4,36.8,11.8,12.8,11.7,10.8,5.2,1.6,0.1,0,0,0,19.1,84.2,64.6,52.4,52.9,24.1,58.1,37.8,54.8,89.4,31,27,18.8,27.6,19.7,18.5,16.4,16,46.6,52.3,49.6,55.5,47.9,45,9,11.3,7.9,11.8,247.9,140.8,179.9,107.2,335.7,189.8,97.9,73.2,18.7,189.8,100.2,16.2,29.1,44.3,257,6088.4,955.3,6333.9,1916.6,135.9,2163.8,434.6,590.8,3233889,57234,714143,1789098,521281,152133,4123.2,263.4,85.7,18.8,18.1,140.7,58222,35253,2632,1159,15401,3777,289888,11375,250214,100,NA,28199,93648,2528,1594,327,90464,1680,58222,58222,28597,515,188,13,184,78,1536069,42970,131062,16123,101,6786,3504,817,47526.9,64352,289888,11375,32.6,483.5,364.2,268,59.7,36.4,562.6,446.6,422.6,3433.1,1784.8,1407.5,7916.1,4166.7,267.8,2374.8,363.5,743.3
